Id,SalePrice
1461,121175.6117
1462,164006.1094
1463,189357.6695
1464,200602.7072
1465,169686.5164
1466,180352.0226
1467,173846.2474
1468,166812.0348
1469,185330.0008
1470,121990.2771
1471,187722.7044
1472,95102.2131
1473,98838.13815
1474,145420.9951
1475,108531.3416
1476,368568.1473
1477,242845.7556
1478,268182.5078
1479,243287.5786
1480,457646.6127
1481,340771.329
1482,192551.7801
1483,156348.1882
1484,152658.0911
1485,202013.3874
1486,196578.8558
1487,303246.7336
1488,225310.4286
1489,196984.2131
1490,221520.9313
1491,190074.3215
1492,90484.973
1493,175069.7724
1494,280827.262
1495,298295.1691
1496,242983.5942
1497,176990.5843
1498,175596.4857
1499,171081.0031
1500,166365.4475
1501,178944.7576
1502,142992.0672
1503,278316.2479
1504,249697.4386
1505,242913.6227
1506,186901.5217
1507,262146.759
1508,201095.5513
1509,161354.7546
1510,146394.6138
1511,142339.8118
1512,171191.3318
1513,156929.1351
1514,157685.5344
1515,179367.2855
1516,160476.958
1517,159605.7633
1518,120682.2443
1519,220678.9789
1520,130833.4092
1521,131770.0439
1522,163805.2477
1523,115820.7043
1524,119292.6348
1525,120132.9004
1526,122248.2403
1527,100946.94
1528,136262.0628
1529,161979.1732
1530,159687.0652
1531,97679.65212
1532,101007.8013
1533,142323.659
1534,127825.6943
1535,152768.4853
1536,104756.7991
1537,65425.5327
1538,155121.417
1539,176627.3809
1540,104776.6819
1541,137905.7542
1542,130268.0425
1543,238019.2724
1544,70927.57183
1545,110879.7324
1546,131495.8757
1547,127125.3306
1548,138594.2499
1549,118508.755
1550,148391.4489
1551,120911.3787
1552,127017.9607
1553,133777.4856
1554,112888.0003
1555,179905.7273
1556,78412.98935
1557,95747.61305
1558,88153.77039
1559,90574.41692
1560,138993.4598
1561,147730.9063
1562,135320.7256
1563,124096.7753
1564,156439.6164
1565,139084.422
1566,236498.5323
1567,72947.58249
1568,206939.9286
1569,132237.3417
1570,137996.2677
1571,111429.1559
1572,142775.4066
1573,243491.3749
1574,128347.0412
1575,218640.2976
1576,247857.0795
1577,181501.1688
1578,143483.972
1579,146388.6105
1580,206808.1386
1581,151721.5089
1582,129022.5091
1583,332930.0716
1584,212138.2932
1585,138707.1723
1586,68149.45414
1587,89387.64589
1588,148403.6198
1589,86869.87893
1590,147367.8643
1591,96149.49659
1592,121521.6354
1593,119291.3834
1594,128364.301
1595,118592.9839
1596,246881.5938
1597,171619.7735
1598,225884.6546
1599,171894.7945
1600,159744.9456
1601,60938.53671
1602,119990.4627
1603,85794.62579
1604,260372.2733
1605,253014.039
1606,171820.5495
1607,144466.3886
1608,192305.8708
1609,180962.7841
1610,152478.2527
1611,122813.8161
1612,142446.0047
1613,147728.9339
1614,127145.5786
1615,84721.69276
1616,73162.23743
1617,90709.7002
1618,124352.9074
1619,130255.8682
1620,165866.4233
1621,138250.1008
1622,141143.786
1623,273670.9991
1624,216021.3562
1625,130474.6819
1626,151511.7047
1627,189723.7085
1628,279766.3026
1629,188125.4078
1630,352990.2344
1631,219663.1386
1632,231319.4352
1633,184136.0659
1634,190437.3871
1635,175691.2947
1636,155620.761
1637,180292.3495
1638,212750.1527
1639,168784.3179
1640,255529.3922
1641,173090.7186
1642,225623.0704
1643,222698.0128
1644,227921.7529
1645,189896.2176
1646,158701.3049
1647,163012.0306
1648,125753.9622
1649,137830.5469
1650,119140.1717
1651,122454.7701
1652,94457.38005
1653,92940.37877
1654,153658.0343
1655,145780.7704
1656,142881.1068
1657,155417.2735
1658,135919.4273
1659,115345.8394
1660,149877.9822
1661,444461.8922
1662,422399.8664
1663,400539.2546
1664,396003.4792
