Id,SalePrice
1461,113594.6874
1462,160359.7931
1463,182820.9509
1464,197274.1357
1465,206626.4551
1466,172598.4794
1467,182655.1691
1468,163904.1413
1469,200591.3301
1470,119241.6915
1471,186430.6054
1472,97192.75792
1473,95490.44112
1474,142037.3782
1475,114525.2513
1476,349482.9348
1477,258415.0131
1478,294975.6633
1479,297634.6692
1480,431612.5247
1481,343158.715
1482,225724.3375
1483,179676.6211
1484,166588.8885
1485,189226.7275
1486,196560.2635
1487,327405.469
1488,247845.2264
1489,195241.3391
1490,225454.7407
1491,193928.3778
1492,89403.92012
1493,186035.9009
1494,314100.8708
1495,301951.0233
1496,233359.6815
1497,180488.5239
1498,163957.3955
1499,162423.9114
1500,155968.0096
1501,173614.9793
1502,146233.6416
1503,278794.68
1504,248422.4255
1505,228174.6696
1506,190398.9756
1507,243803.9509
1508,205005.4681
1509,160809.0884
1510,144509.4173
1511,147254.0838
1512,167946.0612
1513,141532.9599
1514,152304.7458
1515,195328.6022
1516,151199.6453
1517,176841.7217
1518,130749.1894
1519,209360.0058
1520,130573.0908
1521,133304.3029
1522,167888.7931
1523,112488.1629
1524,129284.6276
1525,117849.7694
1526,116834.8355
1527,107551.0635
1528,138368.0676
1529,153093.4271
1530,179754.3527
1531,109794.6539
1532,98563.78361
1533,149542.8114
1534,130877.4866
1535,152597.8284
1536,110454.2713
1537,67816.04255
1538,148964.9942
1539,199868.9512
1540,110993.2415
1541,144124.6195
1542,143613.2824
1543,191878.8065
1544,88873.1896
1545,121046.043
1546,133538.774
1547,124984.5163
1548,142921.8706
1549,120547.4978
1550,137105.3023
1551,112474.2584
1552,129988.8219
1553,136190.1464
1554,119060.5168
1555,162977.4174
1556,88000.10535
1557,106435.0683
1558,102006.1583
1559,94100.58364
1560,135310.5462
1561,140613.2305
1562,136966.9054
1563,121300.5919
1564,156230.3345
1565,147009.0548
1566,241562.8185
1567,76719.13395
1568,233111.5087
1569,130276.8072
1570,139301.1991
1571,115775.4123
1572,142437.2508
1573,231166.9895
1574,126588.5544
1575,221016.0169
1576,260353.0769
1577,178744.509
1578,146476.4107
1579,150901.9773
1580,199346.0086
1581,153224.8497
1582,125030.6979
1583,284931.2818
1584,214715.945
1585,138049.9763
1586,58255.26822
1587,97608.55505
1588,146606.2696
1589,88591.03149
1590,136836.9992
1591,90895.74612
1592,122229.3884
1593,119968.4161
1594,149217.351
1595,121392.9551
1596,226588.0607
1597,200200.2651
1598,229656.6025
1599,172601.0504
1600,166500.318
1601,62080.15235
1602,109008.6424
1603,83752.49206
1604,251123.2166
1605,251237.0031
1606,171847.0739
1607,172458.4394
1608,222893.5297
1609,180247.5969
1610,148315.3275
1611,139312.4896
1612,167016.8239
1613,163055.8685
1614,121286.0159
1615,89838.2872
1616,76297.93443
1617,90671.95592
1618,127699.527
1619,137871.3718
1620,175826.4724
1621,135308.3134
1622,139797.3557
1623,249964.4479
1624,208367.6436
1625,120875.6628
1626,170609.6624
1627,192133.0183
1628,291316.6146
1629,183642.3813
1630,332935.2298
1631,237548.3765
1632,254791.8
1633,172839.3489
1634,188484.905
1635,176076.2438
1636,155040.1418
1637,192072.3886
1638,180366.5073
1639,189593.5837
1640,254434.402
1641,185503.9149
1642,241229.9094
1643,217475.3528
1644,241279.9025
1645,184108.6392
1646,158566.9694
1647,164332.0554
1648,126850.8851
1649,144002.3199
1650,112236.0709
1651,120488.4233
1652,98969.01323
1653,101741.2566
1654,139885.8923
1655,139800.1427
1656,138181.4763
1657,143436.8059
1658,141252.9893
1659,121736.6489
1660,156878.9803
1661,399526.3205
1662,394850.6724
1663,358290.1364
1664,451798.3827
1665,300191.9351
1666,343428.1026
1667,363406.6422
1668,333147.1783
1669,308930.8175
1670,339913.191
1671,261761.6028
1672,390733.0483
1673,303044.0329
1674,252782.539
1675,204780.6996
1676,202339.2972
1677,226028.0531
1678,414178.371
1679,377234.716
1680,312049.2991
1681,246663.322
1682,324616.4753
1683,195510.0414
1684,171871.6946
1685,174544.6516
1686,173785.191
1687,169307.4603
1688,190322.1214
1689,193494.7924
1690,197134.0483
1691,187419.0495
1692,268957.7255
1693,167479.8952
1694,184087.8026
1695,164206.3025
1696,273069.1163
1697,169573.2167
1698,346923.5302
1699,310052.4782
1700,252543.9794
1701,274995.4399
1702,238855.51
1703,242365.048
1704,278152.2408
1705,237907.3437
1706,374573.9856
1707,209350.5123
1708,201251.3548
1709,267400.8666
1710,221812.591
1711,277907.7487
1712,249277.4947
1713,272909.2694
1714,222929.0433
1715,212378.3266
1716,180052.5404
1717,175234.5386
1718,139369.4611
1719,208994.6791
1720,260090.6247
1721,155533.3499
1722,122281.3086
1723,149592.1407
1724,205903.9007
1725,235755.4931
1726,178715.0146
1727,157211.9496
1728,170404.5976
1729,167508.7715
1730,168922.6765
1731,121613.694
1732,120385.1425
1733,114914.461
1734,118379.3681
1735,117661.0387
1736,108081.3593
1737,286721.8387
1738,248814.3469
1739,221218.0933
1740,208858.4451
1741,187622.0659
1742,171230.7262
1743,177193.612
1744,300785.1234
1745,214840.4953
1746,190348.6419
1747,210099.9412
1748,216149.5703
1749,145226.0331
1750,128551.4322
1751,246520.0391
1752,116832.5395
1753,146897.68
1754,187339.5854
1755,168363.2546
1756,123167.0909
1757,122998.0397
1758,145970.1588
1759,161939.096
1760,158312.9257
1761,139539.3884
1762,175377.9216
1763,188698.7301
1764,116745.8914
1765,166903.9781
1766,180860.6712
1767,201988.2943
1768,141377.0496
1769,171263.2591
1770,153050.493
1771,122561.3506
1772,132795.5196
1773,120988.3207
1774,141608.0446
1775,146002.1404
1776,118349.9828
1777,108046.09
1778,139936.0413
1779,112824.8413
1780,178711.8184
1781,126517.8108
1782,86524.01789
1783,139313.4301
1784,100212.3592
1785,117497.1859
1786,119160.0491
1787,164631.9425
1788,56017.05535
1789,95119.61419
1790,80851.67386
1791,186247.4422
1792,156252.8678
1793,130030.3977
1794,157562.1923
1795,137282.0171
1796,127917.159
1797,106902.1275
1798,122644.1036
1799,111393.0639
1800,132616.105
1801,129238.0006
1802,129816.1607
1803,147375.1583
1804,138889.4977
1805,139376.6411
1806,125239.6782
1807,134190.8146
1808,117428.2098
1809,117911.5077
1810,132012.4465
1811,95812.81821
1812,98042.82436
1813,126760.4733
1814,91883.60964
1815,49424.90981
1816,92233.59351
1817,106926.4148
1818,147164.6019
1819,128348.4084
1820,72334.40392
1821,107156.9734
1822,155226.3892
1823,54090.56739
1824,127171.3117
1825,139089.5631
1826,103989.5711
1827,106005.6853
1828,139151.3338
1829,131861.8159
1830,137553.1821
1831,150442.8575
1832,84309.12664
1833,136717.6187
1834,120351.6586
1835,119451.9901
1836,122687.4478
1837,80020.49271
1838,123427.42
1839,98175.69022
1840,135479.1234
1841,135718.504
1842,93791.0407
1843,129325.7268
1844,138992.8389
1845,136644.1372
1846,147962.6312
1847,173996.6338
1848,54867.72386
1849,96514.11206
1850,116344.964
1851,152957.6017
1852,122253.4185
1853,124482.2562
1854,164540.1174
1855,154838.4259
1856,216782.926
1857,135015.269
1858,140283.7763
1859,118659.5143
1860,136920.754
1861,117690.5342
1862,340142.7294
1863,314619.876
1864,314701.9445
1865,320379.1212
1866,313437.6686
1867,227054.422
1868,266695.6018
1869,200164.4016
1870,227225.1245
1871,254846.5787
1872,173199.0768
1873,239755.1354
1874,148791.5337
1875,196208.3256
1876,200180.9162
1877,206784.8595
1878,191661.0594
1879,129964.4823
1880,130824.9439
1881,243338.6835
1882,239386.4152
1883,186567.1889
1884,201345.0281
1885,238255.337
1886,270291.7728
1887,206025.0399
1888,257233.7601
1889,168704.8255
1890,114013.5866
1891,131408.3128
1892,94763.1684
1893,129000.6369
1894,121288.3092
1895,131724.424
1896,123923.4799
1897,113802.9577
1898,114747.7949
1899,155113.227
1900,151138.7971
1901,168423.2351
1902,152776.0226
1903,219348.0003
1904,144955.7423
1905,191602.1201
1906,153488.7748
1907,203407.4662
1908,104940.6775
1909,128565.1496
1910,115538.8004
1911,229003.5376
1912,326674.507
1913,124814.4506
1914,67723.47017
1915,281569.6378
1916,57865.01937
1917,246502.5089
1918,141814.7736
1919,172826.0364
1920,158095.0526
1921,332478.4865
1922,298406.2277
1923,232555.3813
1924,223119.3232
1925,194220.7121
1926,334921.4658
1927,134095.1909
1928,158393.4017
1929,122556.4101
1930,129745.9379
1931,141793.0055
1932,137967.8984
1933,181142.0705
1934,184104.5466
1935,172444.3354
1936,196838.4944
1937,189706.5002
1938,172971.7741
1939,247261.896
1940,197921.401
1941,167344.0759
1942,190202.4275
1943,232292.7898
1944,379541.2632
1945,391052.3095
1946,149681.4676
1947,306819.8356
1948,163103.0467
1949,227416.9837
1950,191169.627
1951,231771.2509
1952,204347.2271
1953,168422.2859
1954,188270.2853
1955,137234.4355
1956,324524.9324
1957,153683.2966
1958,297517.4586
1959,148107.2192
1960,115029.2417
1961,119368.2248
1962,98135.57968
1963,105760.7689
1964,107547.08
1965,138549.372
1966,142622.0447
1967,295110.6448
1968,388494.0764
1969,373378.1784
1970,400720.4771
1971,447210.5919
1972,366523.7374
1973,287206.0893
1974,336233.5468
1975,439134.1354
1976,284897.9258
1977,356115.005
1978,351928.2701
1979,327700.1285
1980,214747.1333
1981,334421.1104
1982,229269.7477
1983,217207.0114
1984,173293.3346
1985,227426.2539
1986,217150.9566
1987,184996.8934
1988,173128.4923
1989,193816.5514
1990,206806.2767
1991,237907.78
1992,216593.4676
1993,168147.0043
1994,227531.5878
1995,185233.7361
1996,253864.9492
1997,314190.2841
1998,309600.629
1999,273028.4426
2000,329116.7704
2001,307469.0425
2002,246971.7698
2003,264421.7512
2004,290513.1918
2005,225179.7457
2006,223947.145
2007,258231.2802
2008,208873.66
2009,196720.3459
2010,190793.454
2011,138830.8571
2012,172131.8355
2013,177430.3172
2014,183545.0904
2015,211498.7988
2016,190028.6714
2017,192325.966
2018,115639.7615
2019,129446.112
2020,104231.8405
2021,103002.3031
2022,187146.0024
2023,143877.0798
2024,267148.2232
2025,343046.5376
2026,181838.8708
2027,156476.7624
2028,151844.8406
2029,166347.3474
2030,264619.436
2031,236651.0953
2032,251922.0621
2033,256217.3743
2034,173188.5588
2035,227870.5186
2036,199882.4345
2037,203794.9471
2038,322061.1213
2039,248098.5211
2040,309090.5054
2041,293591.5177
2042,213045.349
2043,171385.2393
2044,162155.3198
2045,208941.0147
2046,145049.4303
2047,141334.3892
2048,143305.5076
2049,145458.401
2050,173388.447
2051,94929.60292
2052,115490.5917
2053,151674.5013
