Id,SalePrice
1461,117291.7821
1462,167937.9744
1463,188796.156
1464,200716.5126
1465,192238.4691
1466,171782.6741
1467,173411.845
1468,161936.0641
1469,199588.3401
1470,120298.2345
1471,175982.7264
1472,96512.4926
1473,95808.26516
1474,146972.389
1475,117263.2235
1476,364554.8251
1477,253056.4696
1478,305822.7534
1479,298986.5136
1480,513338.4628
1481,333627.3877
1482,211277.5476
1483,183067.5186
1484,159885.8821
1485,185980.4336
1486,190016.5994
1487,332803.7825
1488,219406.482
1489,195094.6824
1490,240340.5317
1491,195296.5065
1492,93990.56737
1493,170403.0963
1494,298564.4416
1495,292751.1327
1496,234854.0746
1497,180664.8562
1498,182267.6616
1499,165565.1114
1500,157925.5226
1501,177025.8041
1502,138696.8082
1503,266523.1733
1504,238998.045
1505,227661.9358
1506,196384.3649
1507,249797.212
1508,205713.8041
1509,157067.4015
1510,145929.5223
1511,163164.5007
1512,165498.5263
1513,144374.1831
1514,164350.9604
1515,190903.6392
1516,151911.257
1517,179068.0742
1518,129735.7501
1519,208985.2744
1520,128873.4672
1521,135766.9342
1522,170227.5728
1523,117617.0508
1524,128520.6221
1525,117919.5527
1526,109801.6974
1527,106146.0882
1528,132841.4159
1529,161340.0202
1530,184273.3366
1531,105899.4578
1532,89927.8757
1533,159140.3817
1534,109236.9939
1535,148238.8624
1536,104355.7777
1537,70965.82606
1538,153272.0981
1539,196377.1351
1540,80919.93767
1541,149400.8977
1542,152810.2652
1543,193339.8109
1544,81732.80065
1545,115914.9665
1546,133738.2901
1547,129106.2389
1548,138427.7141
1549,117564.4744
1550,134705.8608
1551,101473.4467
1552,136944.1935
1553,141303.5257
1554,116416.9102
1555,169309.8873
1556,75521.71627
1557,113777.3832
1558,106354.2899
1559,70135.31629
1560,128547.8623
1561,128894.229
1562,134872.5837
1563,123607.111
1564,153455.6494
1565,155571.3139
1566,243874.484
1567,77715.2333
1568,240015.5557
1569,142817.1486
1570,132040.065
1571,115938.7855
1572,146201.1088
1573,242453.3491
1574,120100.7653
1575,230968.375
1576,252500.9343
1577,176407.0732
1578,143317.5965
1579,150634.0754
1580,195076.1666
1581,157289.7032
1582,124496.6445
1583,296640.4895
1584,212461.5097
1585,134373.9478
1586,74081.10907
1587,110521.2804
1588,149450.3679
1589,95535.4669
1590,131070.0696
1591,96104.35624
1592,123904.0705
1593,119554.2803
1594,140106.2936
1595,129289.7264
1596,224238.1484
1597,205039.6982
1598,236713.1264
1599,181950.1674
1600,172350.3756
1601,67515.27968
1602,112957.274
1603,61877.74678
1604,261680.3551
1605,235229.7715
1606,159302.0173
1607,169971.1781
1608,220370.7697
1609,179033.3433
1610,153888.9738
1611,137126.7276
1612,172943.7556
1613,167233.0587
1614,120553.2589
1615,87752.96804
1616,75352.95849
1617,88160.01685
1618,137653.1702
1619,135414.3297
1620,156587.8374
1621,135141.6649
1622,139807.8351
1623,245803.7708
1624,203413.996
1625,117118.7947
1626,166136.2149
1627,193696.3707
1628,276545.2304
1629,178725.4609
1630,358671.2793
1631,237872.4399
1632,256178.5736
1633,166230.0151
1634,185273.2026
1635,171267.0182
1636,149245.5361
1637,198782.9474
1638,182121.3572
1639,183032.8843
1640,242242.5239
1641,181797.9644
1642,249280.1078
1643,221127.6328
1644,247116.9056
1645,196735.1033
1646,152468.5896
1647,155515.082
1648,127161.3186
1649,141362.1253
1650,110775.9757
1651,118422.6213
1652,96983.59981
1653,98707.59379
1654,146400.901
1655,137254.2539
1656,143505.124
1657,151565.412
1658,145830.2077
1659,125694.9079
1660,154850.0208
1661,465835.9403
1662,393776.9697
1663,381438.8744
1664,604612.8304
1665,307518.0598
1666,311328.8222
1667,397065.6998
1668,335762.3608
1669,299954.378
1670,343125.0833
1671,260423.8297
1672,418599.9717
1673,289259.011
1674,237359.3058
1675,200331.2442
1676,196421.655
1677,226256.7967
1678,474408.0885
1679,402439.7675
1680,328707.5784
1681,244919.7102
1682,318529.743
1683,187371.9235
1684,166880.8748
1685,168547.8622
1686,164996.3241
1687,163739.8665
1688,183832.3403
1689,184678.1441
1690,189360.273
1691,179825.0165
1692,258631.1613
1693,163790.2752
1694,180184.6468
1695,160211.9159
1696,284016.5995
1697,166162.2044
1698,348038.6197
1699,309037.9673
1700,252325.8094
1701,270671.2788
1702,245956.6142
1703,241242.6147
1704,268618.8626
1705,227769.5735
1706,386500.5593
1707,210962.0004
1708,200083.7742
1709,262441.8485
1710,218304.5745
1711,275680.8712
1712,254484.9265
1713,280706.5775
1714,227774.0397
1715,207840.2301
1716,182132.9958
1717,169938.8853
1718,139378.1512
1719,212036.7089
1720,238197.6396
1721,148024.1717
1722,119882.6424
1723,147777.9781
1724,201032.8325
1725,236481.8538
1726,175108.582
1727,157371.1458
1728,155859.5262
1729,167243.4232
1730,152807.6972
1731,113912.8899
1732,125274.3724
1733,111467.0119
1734,125616.7603
1735,108702.8196
1736,103602.0532
1737,293089.5286
1738,258575.7722
1739,223125.502
1740,230485.8891
1741,200897.2847
1742,168268.5087
1743,170323.9367
1744,360932.1926
1745,211465.5588
1746,179055.5913
1747,221144.8379
1748,209830.6338
1749,140005.146
1750,123935.5628
1751,238653.3644
1752,111001.8813
1753,150979.2673
1754,185626.5513
1755,169817.9975
1756,122953.4501
1757,120665.5768
1758,145310.4885
1759,164811.7791
1760,156137.024
1761,145062.6794
1762,176902.929
1763,189354.5387
1764,116637.2639
1765,141751.4259
1766,181808.7827
1767,208919.8971
1768,139674.8284
1769,166531.7816
1770,146303.5574
1771,115871.2131
1772,131169.1078
1773,120186.1052
1774,142895.2296
1775,141197.6664
1776,119675.6231
1777,105288.7602
1778,136833.444
1779,127240.794
1780,170993.1235
1781,122176.0222
1782,88535.42493
1783,140749.0471
1784,106459.9108
1785,121512.7664
1786,135493.405
1787,155965.0736
1788,62173.90141
1789,95522.23811
1790,85267.54377
1791,180207.9266
1792,153737.6635
1793,127289.3073
1794,152956.0118
1795,140339.3722
1796,121700.6571
1797,104793.4823
1798,116305.0521
1799,107604.4595
1800,127675.428
1801,130289.8573
1802,125008.1981
1803,145597.214
1804,130222.775
1805,128961.6495
1806,117654.0464
1807,124090.0749
1808,117215.6569
1809,122680.8531
1810,135687.5676
1811,83621.59245
1812,100771.4128
1813,133968.3035
1814,98790.53046
1815,55668.22502
1816,94685.1993
1817,107586.1343
1818,149723.6608
1819,129529.9358
1820,43962.70371
1821,104950.3679
1822,149928.6226
1823,37685.25136
1824,120016.728
1825,144944.2778
1826,104431.3483
1827,101631.9864
1828,129057.2618
1829,121555.8329
1830,140145.3395
1831,145489.8927
1832,66818.74063
1833,134228.9679
1834,119213.2294
1835,119450.2774
1836,126331.4921
1837,81341.48983
1838,127267.7698
1839,103923.1359
1840,136689.3915
1841,134392.2202
1842,92958.38211
1843,133961.8606
1844,134815.5921
1845,142946.8866
1846,149415.0312
1847,175070.404
1848,62915.30002
1849,102429.423
1850,117877.0871
1851,153966.4236
1852,125129.5197
1853,128679.2426
1854,164299.3506
1855,156352.5265
1856,216153.0464
1857,134558.7759
1858,135586.1498
1859,112904.2776
1860,142925.4805
1861,113566.6955
1862,358823.8842
1863,328574.1035
1864,328706.4344
1865,346851.4139
1866,329021.2975
1867,213484.3501
1868,278497.9399
1869,196029.7976
1870,216229.801
1871,247838.45
1872,171575.0242
1873,251489.595
1874,151327.5113
1875,204243.9277
1876,203784.3642
1877,205953.7199
1878,189154.2623
1879,133038.8796
1880,128228.2779
1881,245423.9429
1882,237562.7714
1883,183292.6658
1884,204557.2307
1885,219231.5054
1886,278047.7435
1887,202403.214
1888,249734.712
1889,172687.8228
1890,107396.7609
1891,119156.6248
1892,98867.03014
1893,138036.2111
1894,124594.4987
1895,137457.0772
1896,127635.6587
1897,120179.391
1898,114512.6916
1899,153641.002
1900,137520.1533
1901,179666.7359
1902,160199.0118
1903,215991.9198
1904,144918.8085
1905,192415.1883
1906,126267.4331
1907,216857.5886
1908,110139.1541
1909,131261.0145
1910,120676.9142
1911,235944.8563
1912,366251.6897
1913,133286.7024
1914,46538.632
1915,318092.0249
1916,75763.02417
1917,230310.2284
1918,135106.9262
1919,164333.716
1920,160313.1863
1921,383306.9713
1922,322737.415
